Real,Prediccion,Riesgo
71.9166666666667,72.26069,MUY ALTO (Dañino)
10.8181818181818,10.680398,BAJO (Bueno)
15.1666666666667,16.079628,MEDIO (Moderado)
18.6666666666667,19.237104,MEDIO (Moderado)
23.916666666666703,25.063625,MEDIO (Moderado)
55.1666666666667,56.46172,MUY ALTO (Dañino)
29.9230769230769,32.388653,MEDIO (Moderado)
20.5833333333333,21.155891,MEDIO (Moderado)
24.916666666666696,26.699005,MEDIO (Moderado)
28.666666666666696,30.332853,MEDIO (Moderado)
4.66666666666667,5.6518035,BAJO (Bueno)
0.0,1.8575127,BAJO (Bueno)
11.4166666666667,12.352584,MEDIO (Moderado)
24.1666666666667,25.69989,MEDIO (Moderado)
13.750000000000002,14.010998,MEDIO (Moderado)
7.33333333333333,8.314125,BAJO (Bueno)
13.1818181818182,14.628431,MEDIO (Moderado)
4.83333333333333,5.7303777,BAJO (Bueno)
24.749999999999996,26.72712,MEDIO (Moderado)
5.33333333333333,5.9753833,BAJO (Bueno)
19.5833333333333,20.75455,MEDIO (Moderado)
19.2,19.523829,MEDIO (Moderado)
7.58333333333333,6.75958,BAJO (Bueno)
29.6666666666667,31.519825,MEDIO (Moderado)
0.0,1.9996313,BAJO (Bueno)
49.4166666666667,51.049587,ALTO (Dañino Sensible)
86.0,88.35377,MUY ALTO (Dañino)
11.3333333333333,12.111805,MEDIO (Moderado)
0.833333333333333,3.2697587,BAJO (Bueno)
3.75,4.856854,BAJO (Bueno)
40.5833333333333,42.957005,ALTO (Dañino Sensible)
12.3333333333333,13.230026,MEDIO (Moderado)
66.5454545454545,67.17755,MUY ALTO (Dañino)
18.4166666666667,19.276825,MEDIO (Moderado)
9.16666666666667,9.603462,BAJO (Bueno)
4.08333333333333,3.7197084,BAJO (Bueno)
18.5833333333333,18.57882,MEDIO (Moderado)
4.66666666666667,5.7600145,BAJO (Bueno)
1.08333333333333,2.8572922,BAJO (Bueno)
15.0833333333333,15.738815,MEDIO (Moderado)
12.0833333333333,13.61639,MEDIO (Moderado)
4.75,6.3687563,BAJO (Bueno)
9.25,9.92431,BAJO (Bueno)
11.9166666666667,12.58362,MEDIO (Moderado)
16.5833333333333,17.592134,MEDIO (Moderado)
20.8333333333333,19.517422,MEDIO (Moderado)
13.2307692307692,14.238085,MEDIO (Moderado)
0.0,1.5111299,BAJO (Bueno)
3.58333333333333,4.2267776,BAJO (Bueno)
34.5,36.819324,ALTO (Dañino Sensible)
79.1666666666667,81.113266,MUY ALTO (Dañino)
19.3076923076923,19.45497,MEDIO (Moderado)
72.4,72.13324,MUY ALTO (Dañino)
30.6666666666667,32.288746,MEDIO (Moderado)
67.1,68.206085,MUY ALTO (Dañino)
4.08333333333333,4.8671155,BAJO (Bueno)
42.1666666666667,43.98342,ALTO (Dañino Sensible)
27.666666666666703,29.213556,MEDIO (Moderado)
53.3333333333333,54.1981,ALTO (Dañino Sensible)
21.3333333333333,22.62542,MEDIO (Moderado)
19.1666666666667,19.382273,MEDIO (Moderado)
44.58333333333329,45.814224,ALTO (Dañino Sensible)
7.75,8.069722,BAJO (Bueno)
32.5833333333333,34.944954,MEDIO (Moderado)
64.7272727272727,64.845985,MUY ALTO (Dañino)
2.83333333333333,4.0414166,BAJO (Bueno)
2.66666666666667,3.7699857,BAJO (Bueno)
18.75,19.77343,MEDIO (Moderado)
3.0,4.6712303,BAJO (Bueno)
24.6666666666667,26.599411,MEDIO (Moderado)
2.66666666666667,4.4261866,BAJO (Bueno)
5.25,6.56707,BAJO (Bueno)
10.416666666666702,11.341093,BAJO (Bueno)
20.333333333333297,19.285496,MEDIO (Moderado)
19.1818181818182,19.701658,MEDIO (Moderado)
8.91666666666667,8.88941,BAJO (Bueno)
10.5,10.490149,BAJO (Bueno)
2.54545454545455,4.307095,BAJO (Bueno)
13.750000000000002,14.613897,MEDIO (Moderado)
4.25,5.494705,BAJO (Bueno)
0.0,1.5841582,BAJO (Bueno)
0.333333333333333,1.4107273,BAJO (Bueno)
23.250000000000004,24.688936,MEDIO (Moderado)
14.3333333333333,14.324434,MEDIO (Moderado)
46.9166666666667,48.793293,ALTO (Dañino Sensible)
31.5,32.90016,MEDIO (Moderado)
16.0833333333333,16.070412,MEDIO (Moderado)
28.0833333333333,28.329596,MEDIO (Moderado)
2.25,3.5886111,BAJO (Bueno)
95.25,100.1679,MUY ALTO (Dañino)
0.583333333333333,1.9016612,BAJO (Bueno)
10.8333333333333,10.9411125,BAJO (Bueno)
14.666666666666698,15.288284,MEDIO (Moderado)
12.0,11.987788,BAJO (Bueno)
3.66666666666667,5.422866,BAJO (Bueno)
16.0833333333333,12.37705,MEDIO (Moderado)
51.25,52.88332,ALTO (Dañino Sensible)
17.25,17.41382,MEDIO (Moderado)
62.25,62.4056,MUY ALTO (Dañino)
70.5833333333333,71.14824,MUY ALTO (Dañino)
5.25,6.7027326,BAJO (Bueno)
0.0,1.9360607,BAJO (Bueno)
19.25,19.481936,MEDIO (Moderado)
3.0,4.236666,BAJO (Bueno)
0.0,1.9392189,BAJO (Bueno)
29.75,31.27954,MEDIO (Moderado)
2.58333333333333,3.8857362,BAJO (Bueno)
19.6666666666667,19.930662,MEDIO (Moderado)
16.1666666666667,16.417353,MEDIO (Moderado)
9.66666666666667,9.711743,BAJO (Bueno)
28.499999999999996,30.774408,MEDIO (Moderado)
22.5,23.722914,MEDIO (Moderado)
32.75,35.553696,ALTO (Dañino Sensible)
21.75,23.261137,MEDIO (Moderado)
19.6363636363636,19.86428,MEDIO (Moderado)
22.5714285714286,23.867943,MEDIO (Moderado)
0.0,2.6216002,BAJO (Bueno)
52.74999999999999,53.63581,ALTO (Dañino Sensible)
13.999999999999998,14.7749405,MEDIO (Moderado)
66.5833333333333,66.472565,MUY ALTO (Dañino)
51.4,52.767612,ALTO (Dañino Sensible)
25.4166666666667,27.327095,MEDIO (Moderado)
21.166666666666696,21.857063,MEDIO (Moderado)
8.16666666666667,8.819343,BAJO (Bueno)
68.3333333333333,67.85921,MUY ALTO (Dañino)
14.416666666666702,14.889782,MEDIO (Moderado)
1.8333333333333302,3.5816207,BAJO (Bueno)
27.9166666666667,29.988201,MEDIO (Moderado)
30.0,32.023228,MEDIO (Moderado)
44.0833333333333,45.977047,ALTO (Dañino Sensible)
57.5,58.48532,MUY ALTO (Dañino)
24.249999999999996,21.488977,MEDIO (Moderado)
19.5833333333333,19.63535,MEDIO (Moderado)
20.8333333333333,21.377678,MEDIO (Moderado)
17.9166666666667,18.230795,MEDIO (Moderado)
3.33333333333333,4.6732574,BAJO (Bueno)
4.0,4.8918104,BAJO (Bueno)
10.8333333333333,7.3922715,BAJO (Bueno)
34.1666666666667,36.889328,ALTO (Dañino Sensible)
34.75,37.043888,ALTO (Dañino Sensible)
11.75,11.564701,BAJO (Bueno)
9.25,10.442761,BAJO (Bueno)
8.91666666666667,8.942001,BAJO (Bueno)
22.9166666666667,23.533686,MEDIO (Moderado)
65.75,64.00213,MUY ALTO (Dañino)
24.249999999999996,25.045872,MEDIO (Moderado)
16.0833333333333,16.025585,MEDIO (Moderado)
31.4166666666667,33.787262,MEDIO (Moderado)
23.750000000000004,24.168829,MEDIO (Moderado)
66.2,65.834496,MUY ALTO (Dañino)
0.0,1.8159506,BAJO (Bueno)
27.0833333333333,28.376358,MEDIO (Moderado)
4.66666666666667,5.13756,BAJO (Bueno)
11.3333333333333,11.091606,BAJO (Bueno)
2.08333333333333,2.8171263,BAJO (Bueno)
3.58333333333333,5.3778133,BAJO (Bueno)
0.0,1.7668543,BAJO (Bueno)
0.0,1.7644062,BAJO (Bueno)
24.5833333333333,22.887257,MEDIO (Moderado)
16.3333333333333,16.374166,MEDIO (Moderado)
2.66666666666667,3.528675,BAJO (Bueno)
40.5833333333333,42.025047,ALTO (Dañino Sensible)
53.75,56.02359,MUY ALTO (Dañino)
19.5,19.564325,MEDIO (Moderado)
15.4166666666667,16.099117,MEDIO (Moderado)
18.75,18.509245,MEDIO (Moderado)
2.41666666666667,3.099267,BAJO (Bueno)
6.999999999999999,7.41302,BAJO (Bueno)
0.0,1.6563007,BAJO (Bueno)
1.09090909090909,2.0792937,BAJO (Bueno)
1.7499999999999998,3.2745996,BAJO (Bueno)
30.0833333333333,32.571053,MEDIO (Moderado)
37.0,39.73535,ALTO (Dañino Sensible)
14.249999999999998,14.459389,MEDIO (Moderado)
1.91666666666667,2.9810274,BAJO (Bueno)
3.0,4.382451,BAJO (Bueno)
64.4166666666667,64.729385,MUY ALTO (Dañino)
52.1666666666667,52.998554,ALTO (Dañino Sensible)
3.1538461538461497,5.0305014,BAJO (Bueno)
2.08333333333333,3.2691245,BAJO (Bueno)
4.83333333333333,6.2445707,BAJO (Bueno)
2.66666666666667,4.5287414,BAJO (Bueno)
32.8333333333333,34.873055,MEDIO (Moderado)
3.75,5.55965,BAJO (Bueno)
3.25,4.54731,BAJO (Bueno)
68.0,68.4642,MUY ALTO (Dañino)
13.999999999999998,14.404515,MEDIO (Moderado)
0.0,1.0895184,BAJO (Bueno)
20.0833333333333,20.347412,MEDIO (Moderado)
29.0833333333333,30.459135,MEDIO (Moderado)
26.0,28.163973,MEDIO (Moderado)
66.25,66.245705,MUY ALTO (Dañino)
19.4166666666667,18.853636,MEDIO (Moderado)
0.0,2.4253397,BAJO (Bueno)
22.0833333333333,23.306791,MEDIO (Moderado)
1.8333333333333302,1.9257629,BAJO (Bueno)
4.0,4.7171736,BAJO (Bueno)
4.0,4.6634507,BAJO (Bueno)
34.6666666666667,35.76133,ALTO (Dañino Sensible)
14.249999999999998,14.943141,MEDIO (Moderado)
27.0,29.13407,MEDIO (Moderado)
45.0833333333333,46.372555,ALTO (Dañino Sensible)
20.1666666666667,19.027365,MEDIO (Moderado)
21.5555555555556,21.96267,MEDIO (Moderado)
4.66666666666667,6.043477,BAJO (Bueno)
0.0,2.0157545,BAJO (Bueno)
11.5,10.643367,BAJO (Bueno)
45.0,46.202427,ALTO (Dañino Sensible)
2.75,3.5230858,BAJO (Bueno)
1.6666666666666698,3.6048498,BAJO (Bueno)
2.16666666666667,2.4056406,BAJO (Bueno)
9.58333333333333,10.73176,BAJO (Bueno)
31.083333333333304,32.749638,MEDIO (Moderado)
17.4444444444444,17.904757,MEDIO (Moderado)
6.75,7.452023,BAJO (Bueno)
11.0833333333333,12.3865,MEDIO (Moderado)
8.33333333333333,8.686549,BAJO (Bueno)
16.1666666666667,17.230085,MEDIO (Moderado)
10.8181818181818,11.496069,BAJO (Bueno)
3.16666666666667,4.156084,BAJO (Bueno)
18.3076923076923,19.230198,MEDIO (Moderado)
2.83333333333333,3.1136653,BAJO (Bueno)
12.5,13.202301,MEDIO (Moderado)
40.7692307692308,42.246685,ALTO (Dañino Sensible)
45.24999999999999,46.63569,ALTO (Dañino Sensible)
34.4166666666667,34.71265,MEDIO (Moderado)
0.0,1.9726567,BAJO (Bueno)
13.4166666666667,14.195923,MEDIO (Moderado)
25.6666666666667,26.793303,MEDIO (Moderado)
51.25,52.71082,ALTO (Dañino Sensible)
20.4166666666667,20.827967,MEDIO (Moderado)
71.75,74.12673,MUY ALTO (Dañino)
1.58333333333333,3.477564,BAJO (Bueno)
30.75,32.248253,MEDIO (Moderado)
0.0,1.8370928,BAJO (Bueno)
0.0,1.1494398,BAJO (Bueno)
0.0,2.1230175,BAJO (Bueno)
9.41666666666667,10.414266,BAJO (Bueno)
17.6666666666667,18.245634,MEDIO (Moderado)
0.0,2.0047057,BAJO (Bueno)
5.0,5.2700014,BAJO (Bueno)
1.58333333333333,3.4177196,BAJO (Bueno)
30.0,31.634953,MEDIO (Moderado)
11.75,12.257041,MEDIO (Moderado)
5.83333333333333,6.732408,BAJO (Bueno)
75.4166666666667,75.796844,MUY ALTO (Dañino)
0.0,1.4328033,BAJO (Bueno)
7.16666666666667,8.317407,BAJO (Bueno)
48.0833333333333,49.77063,ALTO (Dañino Sensible)
23.4166666666667,24.997234,MEDIO (Moderado)
4.0,5.488066,BAJO (Bueno)
22.5833333333333,23.165604,MEDIO (Moderado)
22.0,20.078989,MEDIO (Moderado)
14.666666666666698,14.631614,MEDIO (Moderado)
23.5,24.169748,MEDIO (Moderado)
61.6666666666667,62.32011,MUY ALTO (Dañino)
1.8333333333333302,3.85608,BAJO (Bueno)
36.1666666666667,37.92947,ALTO (Dañino Sensible)
23.8333333333333,24.602264,MEDIO (Moderado)
3.4999999999999996,4.431959,BAJO (Bueno)
3.33333333333333,4.237706,BAJO (Bueno)
46.50000000000001,48.533882,ALTO (Dañino Sensible)
19.25,19.585125,MEDIO (Moderado)
47.6666666666667,48.43433,ALTO (Dañino Sensible)
90.41666666666671,94.16878,MUY ALTO (Dañino)
7.25,8.388126,BAJO (Bueno)
70.3333333333333,69.39677,MUY ALTO (Dañino)
2.58333333333333,3.672994,BAJO (Bueno)
3.25,4.9400306,BAJO (Bueno)
25.6666666666667,26.88832,MEDIO (Moderado)
4.66666666666667,5.6746545,BAJO (Bueno)
29.6666666666667,31.28214,MEDIO (Moderado)
16.5833333333333,16.501146,MEDIO (Moderado)
36.0833333333333,38.285572,ALTO (Dañino Sensible)
47.83333333333329,51.727894,ALTO (Dañino Sensible)
4.0,5.087604,BAJO (Bueno)
11.8333333333333,11.927592,BAJO (Bueno)
24.749999999999996,26.075794,MEDIO (Moderado)
11.75,12.655518,MEDIO (Moderado)
5.25,6.31246,BAJO (Bueno)
3.16666666666667,4.631079,BAJO (Bueno)
8.83333333333333,9.838347,BAJO (Bueno)
0.0,1.7034618,BAJO (Bueno)
6.5,7.5846505,BAJO (Bueno)
39.9166666666667,42.412388,ALTO (Dañino Sensible)
20.333333333333297,21.480104,MEDIO (Moderado)
14.3333333333333,15.3524885,MEDIO (Moderado)
19.0833333333333,19.95028,MEDIO (Moderado)
19.8333333333333,20.91107,MEDIO (Moderado)
24.3333333333333,24.454567,MEDIO (Moderado)
54.33333333333331,54.93301,ALTO (Dañino Sensible)
0.0,1.4366981,BAJO (Bueno)
2.0,3.286207,BAJO (Bueno)
27.0,28.507376,MEDIO (Moderado)
15.4166666666667,15.596232,MEDIO (Moderado)
2.5,3.9312508,BAJO (Bueno)
12.75,13.269278,MEDIO (Moderado)
4.5,5.5006123,BAJO (Bueno)
14.9166666666667,15.416324,MEDIO (Moderado)
1.58333333333333,3.3179333,BAJO (Bueno)
0.0,1.5038482,BAJO (Bueno)
3.83333333333333,5.364829,BAJO (Bueno)
63.5454545454545,63.359997,MUY ALTO (Dañino)
71.25,71.979454,MUY ALTO (Dañino)
4.16666666666667,4.9048767,BAJO (Bueno)
30.4166666666667,32.36206,MEDIO (Moderado)
20.0,20.142267,MEDIO (Moderado)
26.3333333333333,27.411757,MEDIO (Moderado)
5.0,6.4927297,BAJO (Bueno)
16.0,16.380024,MEDIO (Moderado)
28.7272727272727,26.260122,MEDIO (Moderado)
56.99999999999999,56.685787,MUY ALTO (Dañino)
25.25,27.281925,MEDIO (Moderado)
4.83333333333333,6.19111,BAJO (Bueno)
28.499999999999996,30.741425,MEDIO (Moderado)
42.91666666666671,42.232796,ALTO (Dañino Sensible)
13.333333333333302,13.633635,MEDIO (Moderado)
15.5,15.886891,MEDIO (Moderado)
14.8333333333333,15.3512335,MEDIO (Moderado)
15.5833333333333,15.937837,MEDIO (Moderado)
48.5833333333333,50.328693,ALTO (Dañino Sensible)
49.3333333333333,50.089367,ALTO (Dañino Sensible)
0.0,1.6522062,BAJO (Bueno)
66.5833333333333,66.70238,MUY ALTO (Dañino)
12.0,12.225219,MEDIO (Moderado)
11.75,11.923125,BAJO (Bueno)
18.25,19.42482,MEDIO (Moderado)
34.0,36.10038,ALTO (Dañino Sensible)
3.16666666666667,4.723644,BAJO (Bueno)
72.8333333333333,73.549934,MUY ALTO (Dañino)
2.0,3.0366557,BAJO (Bueno)
14.75,14.636017,MEDIO (Moderado)
33.5,35.425358,MEDIO (Moderado)
35.8333333333333,38.18409,ALTO (Dañino Sensible)
1.25,3.325381,BAJO (Bueno)
5.0,5.5844126,BAJO (Bueno)
13.999999999999998,14.641081,MEDIO (Moderado)
4.58333333333333,5.039167,BAJO (Bueno)
2.75,3.330518,BAJO (Bueno)
16.8333333333333,16.191734,MEDIO (Moderado)
23.6666666666667,25.076223,MEDIO (Moderado)
24.083333333333297,25.683834,MEDIO (Moderado)
67.1666666666667,65.17094,MUY ALTO (Dañino)
7.58333333333333,8.035896,BAJO (Bueno)
0.0,1.0378499,BAJO (Bueno)
1.3333333333333302,2.374108,BAJO (Bueno)
18.3333333333333,18.540585,MEDIO (Moderado)
26.5833333333333,28.069765,MEDIO (Moderado)
18.5,19.674696,MEDIO (Moderado)
72.1666666666667,71.6561,MUY ALTO (Dañino)
28.499999999999996,30.300415,MEDIO (Moderado)
56.8333333333333,57.54933,MUY ALTO (Dañino)
54.0,56.08832,MUY ALTO (Dañino)
24.416666666666703,25.10163,MEDIO (Moderado)
5.4166666666666705,6.147057,BAJO (Bueno)
2.9166666666666696,3.9443192,BAJO (Bueno)
13.750000000000002,13.730684,MEDIO (Moderado)
5.58333333333333,6.159427,BAJO (Bueno)
5.300000000000001,6.1926026,BAJO (Bueno)
18.6666666666667,19.566425,MEDIO (Moderado)
30.3333333333333,32.48284,MEDIO (Moderado)
6.333333333333331,6.412617,BAJO (Bueno)
3.0833333333333304,4.8418593,BAJO (Bueno)
0.0,2.3600528,BAJO (Bueno)
20.8333333333333,21.902729,MEDIO (Moderado)
15.6666666666667,16.649862,MEDIO (Moderado)
0.0,1.7167782,BAJO (Bueno)
0.0,1.3027903,BAJO (Bueno)
13.999999999999998,11.794636,BAJO (Bueno)
23.3,24.113684,MEDIO (Moderado)
28.166666666666703,30.279167,MEDIO (Moderado)
8.66666666666667,8.6545,BAJO (Bueno)
27.1666666666667,28.418198,MEDIO (Moderado)
50.9166666666667,52.25845,ALTO (Dañino Sensible)
17.5,17.827929,MEDIO (Moderado)
61.1666666666667,61.310104,MUY ALTO (Dañino)
36.25,38.831688,ALTO (Dañino Sensible)
49.25,50.922203,ALTO (Dañino Sensible)
21.166666666666696,21.752779,MEDIO (Moderado)
2.58333333333333,4.1062417,BAJO (Bueno)
0.0,2.331451,BAJO (Bueno)
32.8333333333333,35.317696,MEDIO (Moderado)
9.16666666666667,9.659929,BAJO (Bueno)
17.0,17.597565,MEDIO (Moderado)
14.3333333333333,14.829191,MEDIO (Moderado)
15.9166666666667,16.679937,MEDIO (Moderado)
18.8333333333333,18.779469,MEDIO (Moderado)
10.0833333333333,10.140485,BAJO (Bueno)
63.727272727272705,63.690117,MUY ALTO (Dañino)
2.54545454545455,3.7949166,BAJO (Bueno)
13.0833333333333,13.856844,MEDIO (Moderado)
0.0,1.8654346,BAJO (Bueno)
34.1666666666667,35.07794,MEDIO (Moderado)
0.0,1.8346447,BAJO (Bueno)
54.1666666666667,52.9034,ALTO (Dañino Sensible)
54.928571428571395,56.147152,MUY ALTO (Dañino)
3.66666666666667,4.61025,BAJO (Bueno)
3.9166666666666696,4.829518,BAJO (Bueno)
4.41666666666667,5.847686,BAJO (Bueno)
0.0,1.8622139,BAJO (Bueno)
24.083333333333297,25.647705,MEDIO (Moderado)
17.9166666666667,18.171747,MEDIO (Moderado)
37.1666666666667,38.5472,ALTO (Dañino Sensible)
31.250000000000004,33.002464,MEDIO (Moderado)
10.75,11.455109,BAJO (Bueno)
18.5833333333333,19.440668,MEDIO (Moderado)
72.0,72.05007,MUY ALTO (Dañino)
1.8333333333333302,3.7907581,BAJO (Bueno)
1.16666666666667,2.8926966,BAJO (Bueno)
14.0833333333333,14.938801,MEDIO (Moderado)
17.0833333333333,17.142275,MEDIO (Moderado)
9.58333333333333,10.248963,BAJO (Bueno)
2.33333333333333,3.0371623,BAJO (Bueno)
56.75,57.640976,MUY ALTO (Dañino)
2.0,3.7557473,BAJO (Bueno)
1.91666666666667,3.915178,BAJO (Bueno)
4.16666666666667,5.649485,BAJO (Bueno)
75.8333333333333,74.8772,MUY ALTO (Dañino)
3.41666666666667,4.1479096,BAJO (Bueno)
9.75,10.323712,BAJO (Bueno)
32.3333333333333,34.077682,MEDIO (Moderado)
0.0,1.2322701,BAJO (Bueno)
4.16666666666667,5.6311164,BAJO (Bueno)
12.9166666666667,13.433585,MEDIO (Moderado)
29.5,31.512796,MEDIO (Moderado)
2.5,4.019348,BAJO (Bueno)
4.41666666666667,4.8729997,BAJO (Bueno)
25.1666666666667,24.457855,MEDIO (Moderado)
16.5,17.457354,MEDIO (Moderado)
9.0,9.074672,BAJO (Bueno)
13.1666666666667,13.512225,MEDIO (Moderado)
23.083333333333304,23.757452,MEDIO (Moderado)
6.16666666666667,6.886638,BAJO (Bueno)
0.0,1.6448667,BAJO (Bueno)
3.4999999999999996,5.181801,BAJO (Bueno)
3.75,5.2858934,BAJO (Bueno)
18.3333333333333,18.499168,MEDIO (Moderado)
31.583333333333297,33.323673,MEDIO (Moderado)
3.58333333333333,4.817793,BAJO (Bueno)
9.5,9.979359,BAJO (Bueno)
72.5,73.170395,MUY ALTO (Dañino)
76.4166666666667,77.41079,MUY ALTO (Dañino)
32.5833333333333,35.030636,MEDIO (Moderado)
0.0,0.0,BAJO (Bueno)
22.2307692307692,23.127026,MEDIO (Moderado)
26.7010582010582,28.231176,MEDIO (Moderado)
0.0,1.6179571,BAJO (Bueno)
23.4166666666667,23.70364,MEDIO (Moderado)
38.75,41.004337,ALTO (Dañino Sensible)
11.25,12.012845,MEDIO (Moderado)
3.9166666666666696,5.1053543,BAJO (Bueno)
2.08333333333333,3.9289134,BAJO (Bueno)
47.0833333333333,49.088123,ALTO (Dañino Sensible)
21.0833333333333,21.351086,MEDIO (Moderado)
17.0833333333333,17.025122,MEDIO (Moderado)
6.333333333333331,6.77663,BAJO (Bueno)
22.1666666666667,22.6156,MEDIO (Moderado)
10.166666666666702,10.175685,BAJO (Bueno)
3.75,4.8561916,BAJO (Bueno)
36.1666666666667,37.756264,ALTO (Dañino Sensible)
56.9166666666667,57.58674,MUY ALTO (Dañino)
55.25,56.015755,MUY ALTO (Dañino)
46.6666666666667,48.18585,ALTO (Dañino Sensible)
15.4166666666667,15.392574,MEDIO (Moderado)
3.58333333333333,5.019881,BAJO (Bueno)
3.9166666666666696,5.428491,BAJO (Bueno)
28.75,30.855429,MEDIO (Moderado)
37.25,38.790565,ALTO (Dañino Sensible)
57.5,57.707592,MUY ALTO (Dañino)
11.5833333333333,12.030195,MEDIO (Moderado)
5.58333333333333,6.5216975,BAJO (Bueno)
5.83333333333333,6.352727,BAJO (Bueno)
3.0,4.134514,BAJO (Bueno)
7.91666666666667,7.339791,BAJO (Bueno)
18.1666666666667,19.40588,MEDIO (Moderado)
4.5,5.0678725,BAJO (Bueno)
31.6666666666667,33.78976,MEDIO (Moderado)
5.5,6.4501276,BAJO (Bueno)
7.83333333333333,8.170134,BAJO (Bueno)
4.66666666666667,5.7899356,BAJO (Bueno)
3.9166666666666696,4.753777,BAJO (Bueno)
21.9166666666667,23.014217,MEDIO (Moderado)
9.91666666666667,10.861183,BAJO (Bueno)
39.8333333333333,42.25528,ALTO (Dañino Sensible)
12.75,13.357674,MEDIO (Moderado)
40.99999999999999,41.68405,ALTO (Dañino Sensible)
33.5833333333333,36.199345,ALTO (Dañino Sensible)
25.4166666666667,26.71188,MEDIO (Moderado)
30.5871404399323,33.061897,MEDIO (Moderado)
62.5833333333333,63.12525,MUY ALTO (Dañino)
0.0,2.300478,BAJO (Bueno)
1.16666666666667,3.3591437,BAJO (Bueno)
4.5,4.317317,BAJO (Bueno)
35.6666666666667,38.217735,ALTO (Dañino Sensible)
9.25,10.142502,BAJO (Bueno)
0.0,2.0992877,BAJO (Bueno)
16.5833333333333,17.494457,MEDIO (Moderado)
23.3333333333333,24.137806,MEDIO (Moderado)
14.0833333333333,14.881056,MEDIO (Moderado)
4.54545454545455,5.602726,BAJO (Bueno)
22.1176470588235,23.285965,MEDIO (Moderado)
10.416666666666702,11.459174,BAJO (Bueno)
31.5,33.219353,MEDIO (Moderado)
2.75,4.2577696,BAJO (Bueno)
10.6153846153846,10.704323,BAJO (Bueno)
6.5,5.9207335,BAJO (Bueno)
48.83333333333329,50.37835,ALTO (Dañino Sensible)
17.9166666666667,17.30773,MEDIO (Moderado)
5.58333333333333,6.937327,BAJO (Bueno)
56.25,56.425785,MUY ALTO (Dañino)
13.4166666666667,13.146005,MEDIO (Moderado)
69.3333333333333,69.38653,MUY ALTO (Dañino)
32.25,34.283253,MEDIO (Moderado)
6.16666666666667,7.3481593,BAJO (Bueno)
0.0,2.3415296,BAJO (Bueno)
12.7272727272727,12.80854,MEDIO (Moderado)
20.0,21.120247,MEDIO (Moderado)
20.9166666666667,21.633808,MEDIO (Moderado)
24.5833333333333,25.208117,MEDIO (Moderado)
5.666666666666669,7.3205924,BAJO (Bueno)
16.5,16.705378,MEDIO (Moderado)
18.75,18.95897,MEDIO (Moderado)
50.08333333333331,51.198605,ALTO (Dañino Sensible)
31.1666666666667,33.125816,MEDIO (Moderado)
52.8181818181818,54.286873,ALTO (Dañino Sensible)
3.66666666666667,5.2408557,BAJO (Bueno)
38.0833333333333,39.663128,ALTO (Dañino Sensible)
0.75,3.1305914,BAJO (Bueno)
2.66666666666667,3.884292,BAJO (Bueno)
30.6666666666667,32.163483,MEDIO (Moderado)
58.3333333333333,59.041058,MUY ALTO (Dañino)
3.16666666666667,4.1088004,BAJO (Bueno)
25.4166666666667,26.62479,MEDIO (Moderado)
4.33333333333333,5.6590033,BAJO (Bueno)
26.9166666666667,28.174395,MEDIO (Moderado)
8.16666666666667,8.5118685,BAJO (Bueno)
64.8333333333333,63.98854,MUY ALTO (Dañino)
1.91666666666667,3.402646,BAJO (Bueno)
6.08333333333333,7.041533,BAJO (Bueno)
2.33333333333333,5.860126,BAJO (Bueno)
6.5833333333333295,7.484291,BAJO (Bueno)
13.750000000000002,14.4745035,MEDIO (Moderado)
42.0,42.961807,ALTO (Dañino Sensible)
9.08333333333333,9.380218,BAJO (Bueno)
6.333333333333331,6.741192,BAJO (Bueno)
12.0833333333333,13.252485,MEDIO (Moderado)
1.5,3.760167,BAJO (Bueno)
7.83333333333333,5.8441873,BAJO (Bueno)
15.1666666666667,15.786687,MEDIO (Moderado)
35.25,37.84805,ALTO (Dañino Sensible)
37.25,39.29029,ALTO (Dañino Sensible)
5.72727272727273,6.7215347,BAJO (Bueno)
18.5,19.412209,MEDIO (Moderado)
14.6363636363636,14.766509,MEDIO (Moderado)
3.33333333333333,5.0391865,BAJO (Bueno)
29.5,31.310068,MEDIO (Moderado)
65.75,66.215805,MUY ALTO (Dañino)
2.66666666666667,3.3696787,BAJO (Bueno)
25.0833333333333,26.145048,MEDIO (Moderado)
12.900000000000002,13.126163,MEDIO (Moderado)
15.5,15.581348,MEDIO (Moderado)
10.666666666666698,11.842218,BAJO (Bueno)
15.75,16.896,MEDIO (Moderado)
19.8333333333333,20.90997,MEDIO (Moderado)
3.16666666666667,3.650239,BAJO (Bueno)
39.8333333333333,41.525585,ALTO (Dañino Sensible)
25.1666666666667,26.559269,MEDIO (Moderado)
17.9166666666667,18.189404,MEDIO (Moderado)
31.083333333333304,30.762245,MEDIO (Moderado)
0.0,2.4685097,BAJO (Bueno)
53.5833333333333,54.963833,ALTO (Dañino Sensible)
0.0,1.9309503,BAJO (Bueno)
2.5,3.3410552,BAJO (Bueno)
12.5833333333333,12.491332,MEDIO (Moderado)
67.3333333333333,67.99153,MUY ALTO (Dañino)
4.41666666666667,4.9936213,BAJO (Bueno)
6.41666666666667,4.0721993,BAJO (Bueno)
0.0,2.4403098,BAJO (Bueno)
4.33333333333333,5.4625793,BAJO (Bueno)
3.16666666666667,3.948303,BAJO (Bueno)
6.41666666666667,6.8019533,BAJO (Bueno)
